Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,busca
The role of vitamin D in the age of COVID-19: A systematic review and meta-analysis,"Ghasemian, Roya; Shamshirian, Amir; Heydari, Keyvan; Malekan, Mohammad; Alizadeh-Navaei, Reza; Ebrahimzadeh, Mohammad Ali; Ebrahimi Warkiani, Majid; Jafarpour, Hamed; Razavi Bazaz, Sajad; Rezaei Shahmirzadi, Arash; Khodabandeh, Mehrdad; Seyfari, Benyamin; Motamedzadeh, Alireza; Dadgostar, Ehsan; Aalinezhad, Marzieh; Sedaghat, Meghdad; Razzaghi, Nazanin; Zarandi, Bahman; Asadi, Anahita; Yaghoubi Naei, Vahid; Beheshti, Reza; Hessami, Amirhossein; Azizi, Soheil; Mohseni, Ali Reza; Shamshirian, Danial",,,,INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,NOV 2021,2021,75.0,11.0,,,,,,e14675,10.1111/ijcp.14675,,,51,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,16,0,2
Does the High Prevalence of Vitamin D Deficiency in African Americans Contribute to Health Disparities?,"Ames, Bruce N.; Grant, William B.; Willett, Walter C.",,,,NUTRIENTS,FEB 2021,2021,13.0,2.0,,,,,,499,10.3390/nu13020499,,,50,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,21,0,2
"Low vitamin D levels do not aggravate COVID-19 risk or death, and vitamin D supplementation does not improve outcomes in hospitalized patients with COVID-19: a meta-analysis and GRADE assessment of cohort studies and RCTs","Chen, Jie; Mei, Kaibo; Xie, Lixia; Yuan, Ping; Ma, Jianyong; Yu, Peng; Zhu, Wengen; Zheng, Chunhua; Liu, Xiao",,,,NUTRITION JOURNAL,OCT 31 2021,2021,20.0,1.0,,,,,,89,10.1186/s12937-021-00744-y,,,46,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,0,2
'Scientific Strabismus' or two related pandemics: coronavirus disease and vitamin D deficiency,"Kara, Murat; Ekiz, Timur; Ricci, Vincenzo; Kara, Ozgur; Chang, Ke-Vin; Ozcakar, Levent",,,,BRITISH JOURNAL OF NUTRITION,OCT 14 2020,2020,124.0,7.0,,,,736,741,,10.1017/S0007114520001749,,,43,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,9,3,0,2
Association of vitamin D status with COVID-19 and its severity,"Bae, Jae Hyun; Choe, Hun Jee; Holick, Michael F.; Lim, Soo",,,,REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,JUN 2022,2022,23.0,3.0,,,,579,599,,10.1007/s11154-021-09705-6,,,41,13.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,0,2
The Impact of SARS-Cov-2 Virus Infection on the Endocrine System,"Somasundaram, Noel Pratheepan; Ranathunga, Ishara; Ratnasamy, Vithiya; Wijewickrama, Piyumi Sachindra Alwis; Dissanayake, Harsha Anuruddhika; Yogendranathan, Nilukshana; Gamage, Kavinga Kalhari Kobawaka; de Silva, Nipun Lakshitha; Sumanatilleke, Manilka; Katulanda, Prasad; Grossman, Ashley Barry",,,,JOURNAL OF THE ENDOCRINE SOCIETY,AUG 2020,2020,4.0,8.0,,,,,,bvaa082,10.1210/jendso/bvaa082,,,41,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,16,7,0,2
Vitamin D Deficiency and Air Pollution Exacerbate COVID-19 Through Suppression of Antiviral Peptide LL37,"Crane-Godreau, Mardi A.; Clem, Kathleen J.; Payne, Peter; Fiering, Steven",,,,FRONTIERS IN PUBLIC HEALTH,MAY 28 2020,2020,8.0,,,,,,,232,10.3389/fpubh.2020.00232,,,34,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,11,4,0,2
Low 25-Hydroxyvitamin D Levels on Admission to the Intensive Care Unit May Predispose COVID-19 Pneumonia Patients to a Higher 28-Day Mortality Risk: A Pilot Study on a Greek ICU Cohort,"Vassiliou, Alice G.; Jahaj, Edison; Pratikaki, Maria; Orfanos, Stylianos E.; Dimopoulou, Ioanna; Kotanidou, Anastasia",,,,NUTRIENTS,DEC 2020,2020,12.0,12.0,,,,,,3773,10.3390/nu12123773,,,33,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,5,0,2
Vitamin D deficiency among patients with COVID-19: case series and recent literature review,"Pinzon, Rizaldy Taslim; Angela; Pradana, Andryawan Wahyu",,,,TROPICAL MEDICINE AND HEALTH,DEC 20 2020,2020,48.0,1.0,,,,,,102,10.1186/s41182-020-00277-w,,,29,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,9,4,0,2
Vitamin D Insufficiency and Deficiency and Mortality from Respiratory Diseases in a Cohort of Older Adults: Potential for Limiting the Death Toll during and beyond the COVID-19 Pandemic?,"Brenner, Hermann; Holleczek, Bernd; Schoettker, Ben",,,,NUTRIENTS,AUG 2020,2020,12.0,8.0,,,,,,2488,10.3390/nu12082488,,,29,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,8,1,2
Influence of vitamin D status on hospital length of stay and prognosis in hospitalized patients with moderate to severe COVID-19: a multicenter prospective cohort study,"Reis, Bruna Z.; Fernandes, Alan L.; Sales, Lucas P.; Santos, Mayara D.; Dos Santos, Caroline C.; Pinto, Ana J.; Goessler, Karla F.; Franco, Andre S.; Duran, Camila S. C.; Silva, Carla B. R.; Macedo, Marina B.; Dalmolin, Henrique H. H.; Baggio, Janaina; Balbi, Guilherme G. M.; Antonangelo, Leila; Caparbo, Valeria F.; Gualano, Bruno; Murai, Igor H.; Pereira, Rosa M. R.",,,,AMERICAN JOURNAL OF CLINICAL NUTRITION,AUG 2021,2021,114.0,2.0,,,,598,604,,10.1093/ajcn/nqab151,,,28,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,8,1,2
Vitamin D Deficiency Is Associated With Higher Hospitalization Risk From COVID-19: A Retrospective Case-control Study,"Jude, Edward B.; Ling, Stephanie F.; Allcock, Rebecca; Yeap, Beverly X. Y.; Pappachan, Joseph M.",,,,JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,NOV 2021,2021,106.0,11.0,,,,E4708,E4715,,10.1210/clinem/dgab439,,,26,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,8,0,2
Vitamin deficiency as risk factor for SARS-CoV-2 infection: correlation with susceptibility and prognosis,"Allegra, A.; Tonacci, A.; Pioggia, G.; Musolino, C.; Gangemi, S.",,,,EUROPEAN REVIEW FOR MEDICAL AND PHARMACOLOGICAL SCIENCES,2020,2020,24.0,18.0,,,,9721,9738,,10.26355/eurrev_202009_23064,,,26,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,7,4,0,2
Vitamin D Supplementation to Prevent COVID-19 Infections and Deaths-Accumulating Evidence from Epidemiological and Intervention Studies Calls for Immediate Action,"Brenner, Hermann",,,,NUTRIENTS,FEB 2021,2021,13.0,2.0,,,,,,411,10.3390/nu13020411,,,25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,2,0,2
Vitamin D Levels in COVID-19 Outpatients from Western Mexico: Clinical Correlation and Effect of Its Supplementation,"Sanchez-Zuno, Gabriela Athziri; Gonzalez-Estevez, Guillermo; Matuz-Flores, Monica Guadalupe; Macedo-Ojeda, Gabriela; Hernandez-Bello, Jorge; Mora-Mora, Jesus Carlos; Perez-Guerrero, Edsaul Emilio; Garcia-Chagollan, Mariel; Vega-Magana, Natali; Turrubiates-Hernandez, Francisco Javier; Machado-Sulbaran, Andrea Carolina; Munoz-Valle, Jose Francisco",,,,JOURNAL OF CLINICAL MEDICINE,JUN 2021,2021,10.0,11.0,,,,,,2378,10.3390/jcm10112378,,,22,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,0,2
Impact of vitamin D on the course of COVID-19 during pregnancy: A case control study,"Sinaci, Selcan; Ocal, Doga Fatma; Yetiskin, Didem Fatma Yucel; Hendem, Derya Uyan; Buyuk, Gul Nihal; Ayhan, Sule Goncu; Tanacan, Atakan; Ozgu-Erdinc, A. Seval; Tekin, Ozlem Moraloglu; Sahin, Dilek",,,,JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY,OCT 2021,2021,213.0,,,,,,,105964,10.1016/j.jsbmb.2021.105964,,,19,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,0,2
Association between Vitamin D Status and Risk of Developing Severe COVID-19 Infection: A Meta-Analysis of Observational Studies,"Ben-Eltriki, Mohamed; Hopefl, Robert; Wright, James M.; Deb, Subrata",,,,JOURNAL OF THE AMERICAN NUTRITION ASSOCIATION,OCT 3 2022,2022,41.0,7.0,,,,679,689,,10.1080/07315724.2021.1951891,,,17,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,7,0,2
"Vitamin D deficiency, secondary hyperparathyroidism and respiratory insufficiency in hospitalized patients with COVID-19","Mazziotti, G.; Lavezzi, E.; Brunetti, A.; Mirani, M.; Favacchio, G.; Pizzocaro, A.; Sandri, M. T.; Di Pasquale, A.; Voza, A.; Ciccarelli, M.; Lania, A. G.",,,,JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION,OCT 2021,2021,44.0,10.0,,,,2285,2293,,10.1007/s40618-021-01535-2,,,17,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,2
"Rapidly Increasing Serum 25(OH)D Boosts the Immune System, against Infections-Sepsis and COVID-19","Wimalawansa, Sunil J.",,,,NUTRIENTS,JUL 2022,2022,14.0,14.0,,,,,,2997,10.3390/nu14142997,,,16,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,2
Vitamin D Intake May Reduce SARS-CoV-2 Infection Morbidity in Health Care Workers,"Karonova, Tatiana L.; Chernikova, Alena T.; Golovatyuk, Ksenia A.; Bykova, Ekaterina S.; Grant, William B.; Kalinina, Olga V.; Grineva, Elena N.; Shlyakhto, Evgeny V.",,,,NUTRIENTS,FEB 2022,2022,14.0,3.0,,,,,,505,10.3390/nu14030505,,,16,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,2
Lack of association between vitamin D insufficiency and clinical outcomes of patients with COVID-19 infection,"Davoudi, Alireza; Najafi, Narges; Aarabi, Mohsen; Tayebi, Atefeh; Nikaeen, Roja; Izadyar, Hamideh; Salar, Zahra; Delavarian, Leila; Vaseghi, Narges; Daftarian, Zahra; Ahangarkani, Fatemeh",,,,BMC INFECTIOUS DISEASES,MAY 18 2021,2021,21.0,1.0,,,,,,450,10.1186/s12879-021-06168-7,,,16,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,2
A Single Large Dose of Vitamin D Could be Used as a Means of Coronavirus Disease 2019 Prevention and Treatment,"Liu, Guoqiang; Hong, Tianpei; Yang, Jin",,,,DRUG DESIGN DEVELOPMENT AND THERAPY,2020,2020,14.0,,,,,3429,3434,,10.2147/DDDT.S271754,,,14,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,1,0,2
Prevalence and Clinical Outcomes of Vitamin D Deficiency in COVID-19 Hospitalized Patients: A Retrospective Single-Center Analysis,"Afaghi, Siamak; Tarki, Farzad Esmaeili; Rahimi, Fatemeh Sadat; Besharat, Sara; Mirhaidari, Shayda; Karimi, Anita; Alamdari, Nasser Malekpour",,,,TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,OCT 2021,2021,255.0,2.0,,,,127,134,,10.1620/tjem.255.127,,,13,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,2
Pathophysiological Implication of Vitamin D in Diabetic Kidney Disease,"Galuska, David; Pacal, Lukas; Kankova, Katerina",,,,KIDNEY & BLOOD PRESSURE RESEARCH,APR 2021,2021,46.0,2.0,,,,152,161,,10.1159/000514286,,,13,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,2
The effects of vitamin D on acute viral respiratory infections: A rapid review,"Bradley, Ryan; Schloss, Janet; Brown, Danielle; Celis, Deisy; Finnell, John; Hedo, Rita; Honcharov, Vladyslav; Pantuso, Traci; Pena, Hilda; Lauche, Romy; Steel, Amie",,,,ADVANCES IN INTEGRATIVE MEDICINE,DEC 2020,2020,7.0,4.0,,,,192,202,,10.1016/j.aimed.2020.07.011,,,12,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,2,0,2
Vitamin D deficiency and vitamin D receptor FokI polymorphism as risk factors for COVID-19,"Zeidan, Nancy M. S.; El Lateef, Hanan M. Abd; Selim, Dalia M.; Razek, Suzan A.; Abd-Elrehim, Ghada A. B.; Nashat, Mohamed; ElGyar, Noha; Waked, Nevin M.; Soliman, Attia A.; Elhewala, Ahmed A.; Shehab, Mohamed M. M.; Ibraheem, Ahmed A. A.; Shehata, Hassan; Yousif, M. Yousif; Akeel, Nagwa E.; Hashem, Mustafa I. A.; Ahmed, Amani A.; Emam, Ahmed A.; Abdelmohsen, Mohamed M.; Ahmed, Mohamed F.; Saleh, Ahmed S. E.; Eltrawy, Heba H.; Shahin, Gehan H.; Nabil, Rehab M.; Hosny, Thoraya A.; Abdelhamed, Mohamed R.; Afify, Mona R.; Alharbi, Mohanned T.; Nagshabandi, Mohammed K.; Tarabulsi, Muyassar K.; Osman, Sherif F.; Abd-Elrazek, Amal S. M.; Rashad, Manal M.; El-Gaaly, Sonya A. A.; Gad, Said A. B.; Mohamed, Y. Mohamed; Abdelkhalek, Khalil; Yousef, Aly A.",,,,PEDIATRIC RESEARCH,APR 2023,2023,93.0,5.0,,,,1383,1390,,10.1038/s41390-022-02275-6,,,11,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,2
The association between vitamin D status and COVID-19 in England: A cohort study using UK Biobank,"Lin, Liang-Yu; Mulick, Amy; Mathur, Rohini; Smeeth, Liam; Warren-Gash, Charlotte; Langan, Sinead M.",,,,PLOS ONE,2022,2022,17.0,6.0,,,,,,e0269064,10.1371/journal.pone.0269064,,,10,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2
Vitamin D and its' role in Parkinson's disease patients with SARS-CoV-2 infection. A review article,"Azzam, Ahmed Y.; Ghozy, Sherief; Azab, Mohammed A.",,,,INTERDISCIPLINARY NEUROSURGERY-ADVANCED TECHNIQUES AND CASE MANAGEMENT,MAR 2022,2022,27.0,,,,,,,101441,10.1016/j.inat.2021.101441,,,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,2
The Impact of Vitamin D Level on the Severity and Outcome of Hospitalized Patients with COVID-19 Disease,"AlKhafaji, Dania; Al Argan, Reem; Albaker, Waleed; Al Elq, Abdulmohsen; Al-Hariri, Mohammed; AlSaid, Abir; Alwaheed, Abrar; Alqatari, Safi; Alzaki, Alaa; Alwarthan, Sara; AlRubaish, Fatima; AlGuaimi, Haya; Ismaeel, Fatema; Alsaeed, Nidaa; AlElq, Zainab; Zainuddin, Fatma",,,,INTERNATIONAL JOURNAL OF GENERAL MEDICINE,2022,2022,15.0,,,,,343,352,,10.2147/IJGM.S346169,,,9,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2
"Vitamin D insufficiency in COVID-19 and influenza A, and critical illness survivors: a cross-sectional study","Hurst, Emma A.; Mellanby, Richard J.; Handel, Ian; Griffith, David M.; Rossi, Adriano G.; Walsh, Timothy S.; Shankar-Hari, Manu; Dunning, Jake; Homer, Natalie Z.; Denham, Scott G.; Devine, Kerri; Holloway, Paul A.; Moore, Shona C.; Thwaites, Ryan S.; Samanta, Romit J.; Summers, Charlotte; Hardwick, Hayley E.; Oosthuyzen, Wilna; Turtle, Lance; Semple, Malcolm G.; Openshaw, Peter J. M.; Baillie, J. Kenneth; Russell, Clark D.",ISARIC4A Investigators,,,BMJ OPEN,OCT 2021,2021,11.0,10.0,,,,,,e055435,10.1136/bmjopen-2021-055435,,,9,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,2
Role of vitamin D in regulating COVID-19 severity-An immunological perspective,"Kalia, Vandana; Studzinski, George P.; Sarkar, Surojit",,,,JOURNAL OF LEUKOCYTE BIOLOGY,OCT 2021,2021,110.0,4.0,,,,809,819,,10.1002/JLB.4COVR1020-698R,,,9,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,2
The relationship between vitamin D and the severity of COVID-19,"Basaran, N.; Adas, M.; Gokden, Y.; Turgut, N.; Yildirmak, T.; Guntas, G.",,,,BRATISLAVA MEDICAL JOURNAL-BRATISLAVSKE LEKARSKE LISTY,2021,2021,122.0,3.0,,,,200,205,,10.4149/BLL_2021_034,,,8,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,2
Prevalence of Low Level of Vitamin D Among COVID-19 Patients and Associated Risk Factors in India - A Hospital-Based Study,"Singh, Shruti; Nimavat, Nirav; Singh, Amarjeet Kumar; Ahmad, Shamshad; Sinha, Nishi",,,,INTERNATIONAL JOURNAL OF GENERAL MEDICINE,2021,2021,14.0,,,,,2523,2531,,10.2147/IJGM.S309003,,,8,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,2
"Vitamin D Insufficiency May Account for Almost Nine of Ten COVID-19 Deaths: Time to Act. Comment on: Vitamin D Deficiency and Outcome of COVID-19 Patients. <i>Nutrients</i> 2020, <i>12</i>, 2757","Brenner, Hermann; Schoettker, Ben",,,,NUTRIENTS,DEC 2020,2020,12.0,12.0,,,,,,3642,10.3390/nu12123642,,,8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,2
Differences in RAAS/vitamin D linked to genetics and socioeconomic factors could explain the higher mortality rate in African Americans with COVID-19,"Martin Gimenez, Virna Margarita; Ferder, Leon; Inserra, Felipe; Garcia, Joxel; Manucha, Walter",,,,THERAPEUTIC ADVANCES IN CARDIOVASCULAR DISEASE,DEC 2020,2020,14.0,,,,,,,1753944720977715,10.1177/1753944720977715,,,8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,2
